workId,workTitle,Author,Century
L2532,Antoninias,Gordianus I Marcus Antonius,CE 2-3
L2533,Aratus,Gordianus I Marcus Antonius,CE 2-3
L2534,Marius,Gordianus I Marcus Antonius,CE 2-3
L2535,Nilus,Gordianus I Marcus Antonius,CE 2-3
L2536,Uxorius,Gordianus I Marcus Antonius,CE 2-3
L2537,Atalanta,Gracchus,BCE 1
L2538,Peliades,Gracchus,BCE 1
L2539,Thyestes,Gracchus,BCE 1
L2540,Incerta,Gracchus,BCE 1
L2541,tragoediarum fragmenta,Gracchus,BCE 1
L2542,De Potestatibus,Gracchanus Marcus Iunius,BCE 2
L2543,Commentarii,Gracchanus Marcus Iunius,BCE 2
L2544,De Iure Papiriano,Granius Flaccus,BCE 1
L2545,De Indignitamentis,Granius Flaccus,BCE 1
L2546,Grammatica,Granius Flaccus,BCE 1
L2547,Annales,Granius Licinianus,CE 2
L2548,Cena Suae,Granius Licinianus,CE 2
L2549,Cynegetica,Grattius Faliscus,BCE 1-CE 1
L2550,Codex Gregorianus,Gregorius,CE 3
L2551,epistola xxxiv. de diversis generibus leprarum.,Gregorius Illiberitanus,CE 4
L2552,De Fide Orthodoxa Contra Arianos,Gregorius Illiberitanus,CE 4
L2553,Epithalamium sive explanatio in canticis canticorum,Gregorius Illiberitanus,CE 4
L2554,Tractatus v de Epithalamio,Gregorius Illiberitanus,CE 4
L2555,Tractatus xx Origenis de libries SS. Scripturarum,Gregorius Illiberitanus,CE 4
L2556,De arca Noe,Gregorius Illiberitanus,CE 4
L2557,In Genesim,Gregorius Illiberitanus,CE 4
L2558,De Psalmo xci,Gregorius Illiberitanus,CE 4
L2559,De fide Nicaena,Gregorius Illiberitanus,CE 4
L2560,Fides Sancti Hieronymi,Gregorius Illiberitanus,CE 4
L2561,De Fide Catholica,Gregorius Illiberitanus,CE 4
L2562,De Salomone,Gregorius Illiberitanus,CE 4
L2563,De Diversis Generibus Leprarum,Gregorius Illiberitanus,CE 4
L2564,Fragmentum e Sylloge Hispana Dicta ex Libro Quaestionum B. Augustini,Gregorius Illiberitanus,CE 4
L2565,Fragmenta in Ecclesiasten,Gregorius Illiberitanus,CE 4
L2566,Fragmenta iii de Gog et Magog Nabuchodonosor Raphael,Gregorius Illiberitanus,CE 4
L2567,De Mortalitate,Gregorius I,CE 6
L2568,Homiliae in Evangelia,Gregorius I,CE 6
L2569,Homiliae in Ezechielem,Gregorius I,CE 6
L2570,Epistolae,Gregorius I,CE 6
L2571,Prolegomena,Gregorius I,CE 6
L2572,Liber Sacramentorum,Gregorius I,CE 6
L2573,Liber Responsalis,Gregorius I,CE 6
L2574,Constitutiones Lateranenses,Gregorius I,CE 6
L2575,Benedictiones,Gregorius I,CE 6
L2576,Benedictionale,Gregorius I,CE 6
L2577,Appendix ad Librum Sacramentorum,Gregorius I,CE 6
L2578,Appendix 2,Gregorius I,CE 6
L2579,Liber Antiphonarius,Gregorius I,CE 6
L2580,Aliae Benedictiones,Gregorius I,CE 6
L2581,Commentarii in librum I Regum,Gregorius I,CE 6
L2582,Concordia testimoniorum S. Scripturae,Gregorius I,CE 6
L2583,Expositio in psalmos poenitentiales,Gregorius I,CE 6
L2584,Expositio super Cantica canticorum,Gregorius I,CE 6
L2585,Hymni,Gregorius I,CE 6
L2586,Moralia,Gregorius I,CE 6
L2587,Tabulae Donariorurm Marmoreae,Gregorius I,CE 6
L2588,Regula Pastoralis,Gregorius I,CE 6
L2589,Dialogi,Gregorius I,CE 6
L2590,Appendix I,Gregorius I,CE 6
L2591,Vitae Patrum,Gregorius Turonensis,CE 6
L2592,Historia Francorum,Gregorius Turonensis,CE 6
L2593,De Gloria Beatorum Confessorum,Gregorius Turonensis,CE 6
L2594,De Miraculis S. Martini,Gregorius Turonensis,CE 6
L2595,Libri Miraculorum,Gregorius Turonensis,CE 6
L2596,Commentarii in Psalmos,Gregorius Turonensis,CE 6
L2597,Excerptum,Gregorius Turonensis,CE 6
L2598,Vita Aridii,Gregorius Turonensis (Incertus),
L2599,Vita Maurilii,Gregorius Turonensis (Incertus),
L2600,Historia Septem Dormientium,Gregorius Turonensis (Incertus),
L2601,De Passione Virtutibus et Gloria Iuliani Martyris,Gregorius Turonensis (Incertus),
L2602,Praefatio in Librum Miraculorum,Gregorius Turonensis (Incertus),
L2603,Antiphona de Medardo et Gildardo,Gregorius Turonensis (Incertus),
L2604,Liber de miraculis Andreae,Gregorius Turonensis,
L2605,Ordo Romanus XIII,Gregorius X,CE 13
L2606,Commentum in Ciceronis rhetorica,Grillius,CE 5
L2607,Excerpta Ex Grillii Commento,Grillius,CE 5
L2608,epistola xxxvi. valerius rufino ne ducat uxorem.,Gualteri Map O.P.,CE 13
L2609,Vita S. Eleutherii,Guibertus Tornacenses,CE 13
L2610,Epistola LIII,Guigo I,CE 12
L2611,Scripta,Hadoindus Cenomanensis,CE 7
L2612,Carmina,Hadrianus Publius Aelius Augustus,CE 1-2
L2613,De Vita Sua,Hadrianus Publius Aelius Augustus,CE 1-2
L2614,Edictum de mora agricolis vallis Nili in solvendo vectigali concedenda,Hadrianus Publius Aelius Augustus,CE 1-2
L2615,Epistula ad Avidium Quietum,Hadrianus Publius Aelius Augustus,CE 1-2
L2616,Epistula ad Plotinam Augustam de Popillio Theotimo sectae Epicureae diadocho,Hadrianus Publius Aelius Augustus,CE 1-2
L2617,Epistula ad Sextilium Acutianum,Hadrianus Publius Aelius Augustus,CE 1-2
L2618,Epistula ad Stratonicenses Hadrianopolis,Hadrianus Publius Aelius Augustus,CE 1-2
L2619,Epistula de bonorum possessione liberis militum danda,Hadrianus Publius Aelius Augustus,CE 1-2
L2620,Epistula de iudiciis privatis,Hadrianus Publius Aelius Augustus,CE 1-2
L2621,Laudatio funebris in honorem Matidiae socrus,Hadrianus Publius Aelius Augustus,CE 1-2
L2622,Oratio ad exercitum Africanum,Hadrianus Publius Aelius Augustus,CE 1-2
L2623,Rescriptum de schola Epicurea Atheniensi,Hadrianus Publius Aelius Augustus,CE 1-2
L2624,Orationes,Hadrianus Publius Aelius Augustus,CE 1-2
L2625,,Haterianus,CE 3
L2626,Historiae Libri 5,Hegesippus Palaestinus,CE 2
L2627,de Christi beneficiis Hexameters,Flavius Rusticius Helpidius Domnulus,CE 5
L2628,tristicha,Flavius Rusticius Helpidius Domnulus,CE 5
L2629,Annales,Hemina Lucius Cassius,BCE 2
L2630,Incertae Sedis,Hemina Lucius Cassius,BCE 2
L2631,Henoch,Henoch,
L2632,Heraclidis Paradisus,Heraclides Alexandrinus & Incertus,
L2633,Heri servus hodie liber,Heri servus hodie liber,
L2634,,Herennius,BCE 1-CE 1
L2635,?,Tiberius Claudius Herma Sideropogon,CE 1
L2636,Iuris epitomae,Hermogenianus,CE 3-4
L2637,Codex Hermogenianus,Hermogenianus,CE 3-4
L2638,Interpretatio Chronicae Eusebii,Eusebius Caesariensis / Hieronymus Stridonensi,
L2639,Praefatio ad Regulam Pachomii,Hieronymus,
L2640,Epistula ad Praesidium,Hieronymus Stridonensis,CE 4
L2641,epistola xxii seu explanatio in psalmum cxvii.,Hieronymus Stridonensis,CE 4
L2642,epistola xxvi seu sermo de epiphania domini.,Hieronymus Stridonensis,CE 4
L2643,epistola xxvii ad Aurelium Papam Carthaginensem,Hieronymus Stridonensis,CE 4
L2644,epistola xxix seu sermo de resurrectione domini.,Hieronymus Stridonensis,CE 4
L2645,Vita Sancti Hilarii,Hieronymus Stridonensis,CE 4
L2646,Epistolae,Hieronymus Stridonensis,CE 4
L2647,Epistula praefatoria ad Homilias Origenis in Ezechielem ab Hieronymo  Latine reddita,Hieronymus Stridonensis,CE 4
L2648,Epistula ad Sophronium de ecclesia Lyddensi,Hieronymus Stridonensis,CE 4
L2649,Epistula praefatoria in Chronicis Eusebii,Hieronymus Stridonensis,CE 4
L2650,Adversus Jovinianum.,Hieronymus Stridonensis,CE 4
L2707,Liber Ruth,Hieronymus Stridonensis,CE 4
L2651,Homilia in Lucam de Lazaro et Divite,Hieronymus Stridonensis,CE 4
L2652,Homilia in Ioannem Evangelistam,Hieronymus Stridonensis,CE 4
L2653,Homilia de Nativitate Domini,Hieronymus Stridonensis,CE 4
L2654,Sermo de die epiphaniorum et de psalmo xxviii,Hieronymus Stridonensis,CE 4
L2655,Sermo de quadragesima,Hieronymus Stridonensis,CE 4
L2656,De exodo in vigilia Paschae,Hieronymus Stridonensis,CE 4
L2657,In psalmum xxxxi ad neophytos,Hieronymus Stridonensis,CE 4
L2658,In die dominica Paschae i,Hieronymus Stridonensis,CE 4
L2659,In die dominica Paschae ii,Hieronymus Stridonensis,CE 4
L2660,Tractatus de oboedientia,Hieronymus Stridonensis,CE 4
L2661,De persecutione Christianorum,Hieronymus Stridonensis,CE 4
L2662,Fragmenta,Hieronymus Stridonensis,CE 4
L2663,Fragmenta de Psalmis,Hieronymus Stridonensis,CE 4
L2664,Tractatus lix in Psalmos,Hieronymus Stridonensis,CE 4
L2665,Tractatus  in Psalmos Series Altera,Hieronymus Stridonensis,CE 4
L2666,Homilia in Evangelium sec. Matthaeum,Hieronymus Stridonensis,CE 4
L2667,Apologia Adversus Libros Rufini,Hieronymus Stridonensis,CE 4
L2668,Apologia Tertius Adversus Libros Rufini,Hieronymus Stridonensis,CE 4
L2669,Commentarioli in Psalmos,Hieronymus Stridonensis,CE 4
L2670,Commentarius in Ecclesiasten,Hieronymus Stridonensis,CE 4
L2671,Contra Ioannem Hierosolymitanum,Hieronymus Stridonensis,CE 4
L2672,Contra Vigilantium,Hieronymus Stridonensis,CE 4
L2673,De Nominibus Hebraicis,Hieronymus Stridonensis,CE 4
L2674,Prologus in libro Eusebii de situ et nominibus locorum hebraicorum,Hieronymus Stridonensis,CE 4
L2675,De Situ et Nominibus Locorum Hebraicorum.,Hieronymus Stridonensis,CE 4
L2676,De Virginitate B. Mariae,Hieronymus Stridonensis,CE 4
L2677,De Viris Illustribus,Hieronymus Stridonensis,CE 4
L2678,Dialogus Contra Luciferianos,Hieronymus Stridonensis,CE 4
L2679,Altercatio Luciferiani et Orthodoxi,Hieronymus Stridonensis,CE 4
L2680,Adversus Heluidium de Mariae virginitate perpetua,Hieronymus Stridonensis,CE 4
L2681,Adversus Iovinianum,Hieronymus Stridonensis,CE 4
L2682,Dialogus Contra Pelagianos,Hieronymus Stridonensis,CE 4
L2683,Excerpta de aliquot Palestinae Locis,Hieronymus Stridonensis,CE 4
L2684,Quaestiones Hebraicae in Genesim,Hieronymus Stridonensis,CE 4
L2685,Liber Interpretationes hebraicorum nomimum,Hieronymus Stridonensis,CE 4
L2686,Vita Malchi Monachi Captivi,Hieronymus Stridonensis,CE 4
L2687,Vita S. Hilarionis,Hieronymus Stridonensis,CE 4
L2688,Vita S. Pauli Primi Eremitae,Hieronymus Stridonensis,CE 4
L2689,Commentaria in Isaiam,Hieronymus Stridonensis,CE 4
L2690,Commentaria in Ieremiam,Hieronymus Stridonensis,CE 4
L2691,carminum fragmenta,Hieronymus Stridonensis,CE 4
L2692,Commentaria in Abdiam,Hieronymus Stridonensis,CE 4
L2693,Liber Iosue,Hieronymus Stridonensis,CE 4
L2694,Commentaria in Zachariam,Hieronymus Stridonensis,CE 4
L2695,Libri XII Prophetarum,Hieronymus Stridonensis,CE 4
L2696,Commentarii in Prophetas minores,Hieronymus Stridonensis,CE 4
L2697,Liber Tobiae,Hieronymus Stridonensis,CE 4
L2698,Commentaria in Epistolam ad Titum,Hieronymus Stridonensis,CE 4
L2699,Epistola Pauli ad Timotheum II,Hieronymus Stridonensis,CE 4
L2700,Epistola Pauli ad Timotheum I,Hieronymus Stridonensis,CE 4
L2701,Epistola Pauli ad Thessalonicenses I,Hieronymus Stridonensis,CE 4
L2702,Epistola Pauli ad Thessalonicenses II.,Hieronymus Stridonensis,CE 4
L2703,Commentarii in iv epistulas Paulinas ad Galatas ad Ephesios ad Titum ad Philemonem,Hieronymus Stridonensis,CE 4
L2704,Synopsis Bibliothecae divinae,Hieronymus Stridonensis,CE 4
L2705,Commentaria in Sophoniam,Hieronymus Stridonensis,CE 4
L2706,Libri Samuelis et Malachim,Hieronymus Stridonensis,CE 4
L2708,Epistola Pauli ad Romanos,Hieronymus Stridonensis,CE 4
L2709,Liber Psalmorum 2,Hieronymus Stridonensis,CE 4
L2710,Liber Psalmorum 1,Hieronymus Stridonensis,CE 4
L2711,Liber Proverbiorum,Hieronymus Stridonensis,CE 4
L2712,Praefatio in libros Salomonis,Hieronymus Stridonensis,CE 4
L2713,Praefatio in Pentateuchum,Hieronymus Stridonensis,CE 4
L2714,Notae de textu evangeliorum praesertim in cod. Sangallensi,Hieronymus Stridonensis,CE 4
L2715,Praefatio in Evangelia,Hieronymus Stridonensis,CE 4
L2716,Praefationes aliae,Hieronymus Stridonensis,CE 4
L2717,Commentaria in Epistolam ad Philemonem,Hieronymus Stridonensis,CE 4
L2718,Epistola Pauli ad Philemonem,Hieronymus Stridonensis,CE 4
L2719,Epistola Petri I,Hieronymus Stridonensis,CE 4
L2720,Epistola Petri II,Hieronymus Stridonensis,CE 4
L2721,Liber Paralipomenon,Hieronymus Stridonensis,CE 4
L2722,Commentaria in Osee,Hieronymus Stridonensis,CE 4
L2723,Liber Numerorum,Hieronymus Stridonensis,CE 4
L2724,Commentaria in Naum,Hieronymus Stridonensis,CE 4
L2725,Commentaria in Michaeam,Hieronymus Stridonensis,CE 4
L2726,Commentaria in Evangelium Mattaei,Hieronymus Stridonensis,CE 4
L2727,Homilia in Evangelium secundum Matthaeum,Hieronymus Stridonensis,CE 4
L2728,Evangelium secundum Marcum,Hieronymus Stridonensis,CE 4
L2729,Commentaria in Malachiam,Hieronymus Stridonensis,CE 4
L2730,Evangelium secundum Lucam,Hieronymus Stridonensis,CE 4
L2731,Liber Levitici,Hieronymus Stridonensis,CE 4
L2732,Liber Iudith,Hieronymus Stridonensis,CE 4
L2733,Epistola Iudae,Hieronymus Stridonensis,CE 4
L2734,Liber Iudicum,Hieronymus Stridonensis,CE 4
L2735,Liber Iob 2,Hieronymus Stridonensis,CE 4
L2736,Liber Iob 1,Hieronymus Stridonensis,CE 4
L2737,Evangelium secundum Ioannem,Hieronymus Stridonensis,CE 4
L2738,Epistola Ioannis I,Hieronymus Stridonensis,CE 4
L2739,Epistola Ioannis II,Hieronymus Stridonensis,CE 4
L2740,Epistola Ioannis III,Hieronymus Stridonensis,CE 4
L2741,Liber Ieremiae,Hieronymus Stridonensis,CE 4
L2742,Epistola Iacobi,Hieronymus Stridonensis,CE 4
L2743,Liber Isaiae,Hieronymus Stridonensis,CE 4
L2744,In Esaia parvula adbreviatio de capitulis paucis,Hieronymus Stridonensis,CE 4
L2745,Commentaria in Ionam,Hieronymus Stridonensis,CE 4
L2746,Commentaria in Ioelem,Hieronymus Stridonensis,CE 4
L2747,Epistola Pauli ad Hebraeos,Hieronymus Stridonensis,CE 4
L2748,Commentaria in Abacuc,Hieronymus Stridonensis,CE 4
L2749,Liber Genesis,Hieronymus Stridonensis,CE 4
L2750,Commentaria in Epistolam ad Galatas,Hieronymus Stridonensis,CE 4
L2751,Commentaria in Ezechielem,Hieronymus Stridonensis,CE 4
L2752,Liber Ezechielis,Hieronymus Stridonensis,CE 4
L2753,Liber Exodi,Hieronymus Stridonensis,CE 4
L2754,Liber Esther,Hieronymus Stridonensis,CE 4
L2755,Liber Ezrae,Hieronymus Stridonensis,CE 4
L2756,Commentaria in Epistolam ad Ephesios,Hieronymus Stridonensis,CE 4
L2757,In Hieremiam Prophetam l.,Hieronymus Stridonensis,CE 4
L2758,Liber Ecclesiastes,Hieronymus Stridonensis,CE 4
L2759,Liber Deuteronomii,Hieronymus Stridonensis,CE 4
L2760,Commentaria in Danielem,Hieronymus Stridonensis,CE 4
L2761,Epistola Pauli ad Corinthios I,Hieronymus Stridonensis,CE 4
L2762,Epistola Pauli ad Corinthios II,Hieronymus Stridonensis,CE 4
L2763,Epistola Pauli ad Colossenses,Hieronymus Stridonensis,CE 4
L2764,Canticum Canticorum,Hieronymus Stridonensis,CE 4
L2765,Apocalypsis Ioannis,Hieronymus Stridonensis,CE 4
L2766,Commentaria in Amos,Hieronymus Stridonensis,CE 4
L2767,Actus apostolorum,Hieronymus Stridonensis,CE 4
L2768,Chronicon S. Hieronymi,Hieronymus Stridonensis,CE 4
L2769,De formis Hebraicarum litterarum,Hieronymus Stridonensis,CE 4
L2770,Translatio Homiliarum in Ieremiam et Ezechielem,Hieronymus Stridonensis,CE 4
L2771,Translatio XXXIX Homiliarum,Hieronymus Stridonensis,CE 4
L2772,Prologus in libro prophetae Daniel,Hieronymus Stridonensis,CE 4
L2773,Prologus in libro prophetarum minorum,Hieronymus Stridonensis,CE 4
L2774,Prologus in libro Esdrae,Hieronymus Stridonensis,CE 4
L2775,Prologus in libro Esther,Hieronymus Stridonensis,CE 4
L2776,Prologus in libro Evangeliorum,Hieronymus Stridonensis,CE 4
L2777,Prologus in libro prophetae Ezechiel,Hieronymus Stridonensis,CE 4
L2778,Prologus in libro Iob G,Hieronymus Stridonensis,CE 4
L2779,Prologus in libro Iob H,Hieronymus Stridonensis,CE 4
L2780,Prologus in libro Iudith,Hieronymus Stridonensis,CE 4
L2781,Prologus in libro Iosua,Hieronymus Stridonensis,CE 4
L2782,Prologus in libro prophetae Isaias,Hieronymus Stridonensis,CE 4
L2783,Prologus in libro prophetae Ionas,Hieronymus Stridonensis,CE 4
L2784,Prologus in libro Paralipomenon G,Hieronymus Stridonensis,CE 4
L2785,Prologus in libro Paralipomenon H,Hieronymus Stridonensis,CE 4
L2786,Prologus in libros Pentateuch,Hieronymus Stridonensis,CE 4
L2787,Prologus in libro Psalmos G,Hieronymus Stridonensis,CE 4
L2788,Prologus in libro Psalmos H,Hieronymus Stridonensis,CE 4
L2789,Prologus in libro Regnorum,Hieronymus Stridonensis,CE 4
L2790,Prologus in libro Salomon G,Hieronymus Stridonensis,CE 4
L2791,Prologus in libro Salomon H,Hieronymus Stridonensis,CE 4
L2792,Prologus in libro Tobias,Hieronymus Stridonensis,CE 4
L2793,Interpretatio Homiliarum Origenis in Canticum Canticorum,Hieronymus Stridonensis,CE 4
L2794,Epistolae et Verba Mystica,Hieronymus Stridonensis,CE 4
L2795,Regula S Pachomii,Hieronymus Stridonensis,CE 4
L2796,Homilia ad monachos,Hieronymus Stridonensis,CE 4
L2797,Vita S. Pauli,Hieronymus Stridonensis,CE 4
L2798,Vitae Sanctae Marcellae,Hieronymus Stridonensis,CE 4
L2799,Vitae Sanctae Paulae Romanae Viduae,Hieronymus Stridonensis,CE 4
L2800,Vita Beatae Fabiolae,Hieronymus Stridonensis,CE 4
L2801,Appendicula in Isaiam,Hieronymus Stridonensis (Incertus),CE 4
L2802,De X Nominibus Dei.,Hieronymus Stridonensis/Auctor Incertus,
L2803,Graeca Fragmenta Libri Nominum Hebraicorum.,Hieronymus Stridonensis/Auctor Incertus,
L2804,Notitia historica,Hieronymus Stridonensis,CE 4
L2805,Translatio Corporis S. Hieronymi,Auctor Incertus,
L2806,De Spiritu Sancto,Didymus Alexandrinus - Hieronymus Stridonensis,CE 4
L2807,Canones paenitentiales B. Hieronymi,Hieronymus (Incertus),CE 7 (?)
L2808,Ad Demetriadem,Hieronymus (Incertus),CE 7 (?)
L2809,Expositio in Matth,Hieronymus (Incertus),CE 7 (?)
L2810,De expositione Psalmorum,Hieronymus (Incertus),CE 7 (?)
L2811,Martyrologium,Hieronymus (Incertus),CE 7 (?)
L2812,Liber comitis,Hieronymus (Incertus),CE 7 (?)
L2813,In Lamentationes Ieremiae,Hieronymus (Incertus),CE 7 (?)
L2814,Prologus Epistolarum canonicarum,Hieronymus (Incertus),CE 7 (?)
L2815,Regula monacharum,Hieronymus (Ps.),
L2816,Prologus Regula monachorum,Hieronymus (Ps.),
L2817,Libellus de Fide,Hieronymus (Ps),
L2818,Commentarius in Canticum Debborae,Hieronymus Stridonensis (Incertus),CE 4
L2819,De X Tentationibus Populi Israel in Deserto,Hieronymus Stridonensis (Incertus),CE 4
L2820,Excerpta ex Commentario in Jobum,Hieronymus Stridonensis (Incertus),CE 4
L2821,Expositio Interlinearis Libri Job,Hieronymus Stridonensis (Incertus),CE 4
L2822,Liber Nominum Locorum ex Actis.,Hieronymus Stridonensis (Incertus),CE 4
L2823,Quaestiones Hebraicae in Libros Regum et Paralipomenon,Hieronymus Stridonensis (Incertus),CE 4
L2824,Succincta Commemoratio X Tentationum,Hieronymus Stridonensis (Incertus),CE 4
L2825,Epistola,Hieronymus Stridonensis (Incertus),CE 4
L2826,De Deo et Nominibus Eius,Hieronymus Stridonensis (Ps.),CE 4
L2827,Translatio Homiliarum in Visiones Isaiae.,Hieronymus Ps,
L2828,Liber Nominum Hebraicorum,Hieronymus Ps,
L2829,epistola xlii. ad oceanum. de vita clericorum.,Hieronymus Ps.,
L2830,De Assumptione B. Virginis Mariae.,Hieronymus Ps.,
L2831,De benedictionibus Iacob Patriarchae,Hieronymus Ps.,
L2832,Commentarius in Marcum,Hieronymus Ps.,
L2833,Prologi psalmorum editi a Beato Hieronymo presbytero,Hieronymus Ps.,
L2834,Vita III S. Hieronymi,Hieronymus Ps.,
L2835,de nativitate sanctae mariae.,Hieronymus Ps.,
L2836,epistola xxvii seu sermo de quadragesima.,Hieronymus Ps.,
L2837,Lexici aliud Exemplar.,Origenes - Hieronymus Stridonensis (Incertus),CE 4
L2838,Lexicon Nominum Hebraicorum,Origenes - Hieronymus Stridonensis (Incertus),CE 4
L2839,Commentaria in Iob,,
L2840,Epistola,Hilarius Episcopus Pictaviensis,CE 4
L2841,Epistola Eusebii Vercellensis ad Gregorium Illiberitanum,Hilarius Pictaviensis,CE 4
L2842,Epistola synodi Parisiensis,Hilarius Pictaviensis,CE 4
L2843,Epistola synodi Sardicensis,Hilarius Pictaviensis,CE 4
L2844,Epistola synodi Ariminensis et Gesta Nicaena,Hilarius Pictaviensis,CE 4
L2845,Epistola synodi Ariminensis (Arianorum),Hilarius Pictaviensis,CE 4
L2846,Epistola Liberii ad Constantium,Hilarius Pictaviensis,CE 4
L2847,Epistola Constantii Imperatoris,Hilarius Pictaviensis,CE 4
L2848,Epistola synodi Sardicensis ad uniuersas ecclesias,Hilarius Pictaviensis,CE 4
L2849,Epistola synodi Sardicensis ad Iulium,Hilarius Pictaviensis,CE 4
L2850,Epistola Valentis et Vrsacii ad Iulium,Hilarius Pictaviensis,CE 4
L2851,Epistola eorumdem ad Athanasium,Hilarius Pictaviensis,CE 4
L2852,Epistola ii Liberi papae,Hilarius Pictaviensis,CE 4
L2853,Epistola episcoporum Italiae,Hilarius Pictaviensis,CE 4
L2854,Epistola Valentis et Vrsacii ad Germinium,Hilarius Pictaviensis,CE 4
L2855,Epistola Germinii,Hilarius Pictaviensis,CE 4
L2856,Epistola et fragmenta Liberii papae,Hilarius Pictaviensis,CE 4
L2857,Epistola Orientalium episcoporum,Hilarius Pictaviensis,CE 4
L2858,Epistola synodi Sardicensis II,Hilarius Pictaviensis,CE 4
L2859,Fides synodi Sardicensis,Hilarius Pictaviensis,CE 4
L2860,Definitio synodi Ariminensis,Hilarius Pictaviensis,CE 4
L2861,Praefatio alterius seriei,Hilarius Pictaviensis,CE 4
L2862,Commentarius in psalmos XV XXXI XLI,Hilarius Pictaviensis,CE 4
L2863,Expositio epistulae ad Timotheum,Hilarius Pictaviensis,CE 4
L2864,Tractatus super psalmos,Hilarius Pictaviensis,CE 4
L2865,Symbolum Germinii Sermiensis,Hilarius Pictaviensis,CE 4
L2866,Symbolum Nicaenum,Hilarius Pictaviensis,CE 4
L2867,Epistola ad Abram,Hilarius Pictaviensis,CE 4
L2868,Epistola seu libellus,Hilarius Pictaviensis,CE 4
L2869,Fragmenta ex opere historico,Hilarius Pictaviensis,CE 4
L2870,De Trinitate,Hilarius Pictaviensis,CE 4
L2871,De synodis,Hilarius Pictaviensis,CE 4
L2872,De essentia Patris et Filii,Hilarius Pictaviensis,CE 4
L2873,De spiritali prato,Hilarius Pictaviensis,CE 4
L2874,De balteo castitatis,Hilarius Pictaviensis,CE 4
L2875,Apologetica responsa ad reprehensores libri de synodis,Hilarius Pictaviensis,CE 4
L2876,Fragmenta ex aliis operibus,Hilarius Pictaviensis,CE 4
L2877,Liber contra Arianos vel Auxentium,Hilarius Pictaviensis,CE 4
L2878,Liber contra Constantium,Hilarius Pictaviensis,CE 4
L2879,Liber de synodis seu fide orientalium,Hilarius Pictaviensis,CE 4
L2880,Liber ad Constantium Augustum,Hilarius Pictaviensis,CE 4
L2881,Liber de Patris et Filii unitate,Hilarius Pictaviensis,CE 4
L2882,Sermo de dedicatione ecclesiae,Hilarius Pictaviensis,CE 4
L2883,Contra Arianos,Hilarius Pictaviensis,CE 4
L2884,Hymnus Abrae missus,Hilarius Pictaviensis,CE 4
L2885,Hymni,Hilarius Pictaviensis,CE 4
L2886,Hymni iii e cod. Aretino,Hilarius Pictaviensis,CE 4
L2887,Hymnus dubius de Christo,Hilarius Pictaviensis,CE 4
L2888,Hymni spurii,Hilarius Pictaviensis,CE 4
L2889,Fragmenta Minora,Hilarius Pictaviensis,CE 4
L2890,Collectanea Antiariana Parisina,Hilarius Pictaviensis,CE 4
L2891,Spuria,Hilarius Pictaviensis,CE 4
L2892,Oratio Synodi Sardicensis ad Constantium Imperatorem,Hilarius Pictaviensis,CE 4
L2893,Tractatus mysteriorum,Hilarius Pictaviensis,CE 4
L2894,Tractatus in Iob,Hilarius Pictaviensis,CE 4
L3457,,Pompeius Macer,BCE 1-CE 1
L2895,Libri tres adversum Valentem et Ursacium,Hilarius Pictaviensis,CE 4
L2896,Epistulae ad Eucherium,Hilarius Pictaviensis,CE 4
L2897,Fragmenta ex quodam opere deperdito,Hilarius Pictaviensis,CE 4
L2898,Excerpta ex opere historico deperdito,Hilarius Pictaviensis,CE 4
L2899,Commentaria in Evangelium Mattaei,Hilarius Pictaviensis,CE 4
L2900,Epitaphium S. Hilarii Arelatensis,Hilarius Arelatensis,CE 5
L2901,Epistola-CCXXVI,Hilarius Arelatensis,CE 5
L2902,Epistola,Hilarius Arelatensis,CE 5
L2903,Sermo de vita Honorati,Hilarius Arelatensis,CE 5
L2904,carminis fragmentum,Hilarius Arelatensis,CE 5
L2905,De miraculo Genesii,Hilarius Arelatensis,CE 5
L2906,Epistula ad Eucherium Lugdunensem,Hilarius Arelatensis,CE 5
L2907,Versus de fontibus Gratianopolitanis,Hilarius Arelatensis,CE 5
L2908,Sermo de vita Genesii,Hilarius Arelatensis,CE 5
L2909,Sermo sive narratio de miraculis S. Genesii martyris Arelatensis,Hilarius Arelatensis,CE 5
L2910,Expositio de fide catholica,Hilarius Arelatensis,CE 5
L2911,Vita S. Hilarii Arelatensis,Hilarius Arelatensis,CE 5
L2912,Expositio in vii epistulas catholicas,Hilarius Arelatensis,CE 5
L2913,Passio S. Genesii,Hilarius Arelatensis,CE 5
L2914,Epistolae,Hilarus Papa,CE 5
L2915,Decreta,Hilarus Papa,CE 5
L2916,hymnus de Christo,ps.-Hilarius Pictaviensis,
L2917,in Genesin,ps.-Hilarius Pictaviensis,
L2918,De martyrio Maccabaeorum,ps.-Hilarius Pictaviensis,
L2919,De Evangelio,ps.-Hilarius Pictaviensis,
L2920,Liber de essentia Patris et Filii,Hilarius Pictaviensis Ps.,CE 4
L2921,Liber de Filii et Patris unitate,Hilarius Pictaviensis Ps.,CE 4
L2922,Hymnus,Hilarius Pictaviensis Ps.,CE 4
L2923,Chronologia,Iulius Hilarianus,CE 4
L2924,Expositum de die Paschae et mensis,Iulius Hilarianus,CE 4
L2925,De Bello Gallico Liber VIII,Hirtius Aulus,BCE 1
L2926,Epistulae Ciceroni,Hirtius Aulus,BCE 1
L2927,Commentarii de bello Alexandrino,Hirtius Aulus,BCE 1
